City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
185,cajabamba,-7.6167,-78.05,64.09,52,55,4.09,PE,1624134229
186,coquimbo,-29.9533,-71.3436,60.53,72,0,11.5,CL,1624134196
187,saint-denis,48.9167,2.3333,68.49,95,75,3.0,FR,1624134229
188,antalaha,-14.9003,50.2788,71.08,79,50,12.53,MG,1624134230
189,acarau,-2.8856,-40.12,81.07,76,47,10.89,BR,1624134230
190,san joaquin,37.9333,-121.3011,106.68,17,1,6.91,US,1624134231
191,kiunga,-6.1219,141.2906,71.8,97,100,1.83,PG,1624134231
192,mogok,22.9167,96.5,64.71,97,84,3.83,MM,1624134232
193,karratha,-20.7377,116.8463,64.92,43,0,7.7,AU,1624134232
194,balkhash,46.844,74.9804,57.74,42,0,12.57,KZ,1624134232
195,bezhetsk,57.7851,36.6965,65.71,79,6,7.81,RU,1624134233
196,bambous virieux,-20.3428,57.7575,71.85,64,20,12.66,MU,1624134233
197,scarborough,54.2797,-0.4044,58.66,85,100,1.99,GB,1624134234
198,shelburne,44.0787,-80.2041,78.69,62,100,10.13,CA,1624134234
199,praia,14.9215,-23.5087,75.74,69,20,21.85,CV,1624134234
200,shimonoseki,33.95,130.95,68.0,88,40,4.61,JP,1624134235
201,saint-francois,46.4154,3.9054,63.84,94,90,3.44,FR,1624134235
202,santiago del estero,-27.7951,-64.2615,60.28,40,3,4.63,AR,1624134097
203,daphne,30.6035,-87.9036,84.69,81,90,11.5,US,1624134073
204,mount gambier,-37.8333,140.7667,50.86,66,100,1.1,AU,1624134236
205,guerrero negro,27.9769,-114.0611,72.36,61,6,19.77,MX,1624134236
206,dzhebariki-khaya,62.2167,135.8,62.98,55,41,1.61,RU,1624134237
207,walvis bay,-22.9575,14.5053,54.55,94,0,2.3,NA,1624134237
208,arraial do cabo,-22.9661,-42.0278,71.46,78,0,19.57,BR,1624134238
209,vanavara,60.34,102.2797,55.89,93,81,1.01,RU,1624134238
210,kunya,12.2233,8.5325,75.36,83,20,13.8,NG,1624134239
211,saskylakh,71.9167,114.0833,71.98,48,47,7.29,RU,1624134239
212,nova aurora,-22.8667,-52.5667,63.57,82,96,10.07,BR,1624134239
213,freeport,40.6576,-73.5832,91.4,54,1,1.01,US,1624134046
214,cidreira,-30.1811,-50.2056,59.25,94,100,13.24,BR,1624134240
215,sheridan,44.8333,-106.9173,88.18,21,1,4.0,US,1624134240
216,ponta do sol,32.6667,-17.1,70.0,69,39,1.32,PT,1624134241
217,imbituba,-28.24,-48.6703,62.49,97,100,18.16,BR,1624134241
218,tonj,7.2737,28.6822,69.76,92,100,1.97,SS,1624134242
219,kirakira,-10.4544,161.9205,78.87,84,71,5.99,SB,1624134242
220,biltine,14.5333,20.9167,88.52,39,89,6.38,TD,1624134243
221,waitara,-38.925,174.25,53.73,92,100,12.62,NZ,1624134243
222,chapais,49.7834,-74.8492,62.38,73,99,9.15,CA,1624134243
223,komsomolskiy,40.4272,71.7189,72.32,35,49,4.61,UZ,1624134244
224,emerald,-23.5333,148.1667,47.48,69,0,5.88,AU,1624134244
225,touros,-5.1989,-35.4608,77.9,77,2,15.79,BR,1624134245
226,tiksi,71.6872,128.8694,58.12,57,97,4.03,RU,1624134245
227,nemuro,43.3236,145.575,48.58,95,100,8.77,JP,1624134245
228,bagdarin,54.4333,113.6,49.66,97,100,3.47,RU,1624134246
229,oktyabrskoye,43.0645,44.7417,62.74,72,63,6.71,RU,1624134246
230,marzuq,14.4,46.4667,81.0,15,34,0.27,YE,1624134247
231,axim,4.8699,-2.2405,78.4,83,100,8.95,GH,1624134247
232,murwara,23.85,80.4,77.43,82,100,8.32,IN,1624134248
233,ekibastuz,51.6667,75.3667,49.46,55,23,8.34,KZ,1624134248
234,pisco,-13.7,-76.2167,66.25,77,90,9.22,PE,1624134248
235,kavieng,-2.5744,150.7967,79.77,80,79,4.68,PG,1624134249
236,faya,18.3851,42.4509,73.51,24,91,2.24,SA,1624134249
237,hovd,48.0056,91.6419,65.95,42,100,5.23,MN,1624134250
238,vao,-22.6667,167.4833,72.36,80,97,16.31,NC,1624134250
239,cabo san lucas,22.8909,-109.9124,103.51,45,1,12.66,MX,1624134056
240,miramar,25.9873,-80.2323,91.02,69,20,11.5,US,1624134251
241,natal,-5.795,-35.2094,80.82,74,75,8.05,BR,1624134251
242,aleksandrovka,46.8383,32.7612,69.66,85,61,8.79,UA,1624134251
243,simbahan,6.3032,120.5836,82.35,73,100,3.27,PH,1624134252
244,kulhudhuffushi,6.6221,73.07,82.08,78,100,15.52,MV,1624134252
245,kapoeta,4.7717,33.5903,76.26,72,100,4.61,SS,1624134253
246,evensk,61.95,159.2333,46.35,84,100,9.55,RU,1624134253
247,cayenne,4.9333,-52.3333,86.04,74,75,5.01,GF,1624134254
248,burgeo,47.6167,-57.6152,56.82,69,0,7.76,CA,1624134254
249,fortuna,40.5982,-124.1573,71.92,68,1,3.0,US,1624134254
250,severo-kurilsk,50.6789,156.125,44.82,84,100,5.03,RU,1624134255
251,souillac,-20.5167,57.5167,71.98,64,20,12.66,MU,1624134255
252,augusto correa,-1.0217,-46.635,81.36,77,100,6.33,BR,1624134256
253,sibolga,1.7427,98.7792,76.68,78,100,3.11,ID,1624134256
254,wanning,18.8003,110.3967,81.81,86,52,9.98,CN,1624134257
255,martapura,-3.4167,114.85,75.29,100,90,1.14,ID,1624134257
256,lixourion,38.2019,20.4314,73.4,88,20,12.66,GR,1624134257
257,meitingen,48.55,10.85,75.07,73,1,2.3,DE,1624134258
258,kathmandu,27.7167,85.3167,70.02,100,75,0.0,NP,1624134157
259,jeremie,18.65,-74.1167,85.44,69,100,6.26,HT,1624134258
260,green valley,31.8543,-110.9937,110.19,12,4,10.02,US,1624133991
261,rafsanjan,30.4067,55.9939,79.52,9,0,11.21,IR,1624134259
262,riyadh,24.6877,46.7219,93.25,12,0,3.44,SA,1624134044
263,baoding,38.8511,115.4903,76.08,20,35,4.83,CN,1624134260
264,kindu,-2.95,25.95,73.45,73,98,3.02,CD,1624134260
265,mamallapuram,12.6264,80.1722,85.05,68,100,7.16,IN,1624134261
266,hambantota,6.1241,81.1185,80.08,77,98,16.91,LK,1624134261
267,digby,44.6169,-65.7655,66.58,89,100,16.08,CA,1624134262
268,zhiryatino,53.2228,33.7306,70.12,91,2,6.96,RU,1624134262
269,aguimes,27.9054,-15.4461,66.83,56,20,23.02,ES,1624134262
270,eyl,7.9803,49.8164,78.84,74,29,26.15,SO,1624134263
271,channel-port aux basques,47.5702,-59.1367,54.75,74,5,13.0,CA,1624134263
272,myaundzha,63.0494,147.1858,60.1,49,96,2.59,RU,1624134264
273,codrington,-38.2667,141.9667,50.77,86,100,5.46,AU,1624134264
274,jesus carranza,17.4333,-95.0333,89.28,64,20,4.23,MX,1624134264
275,trairi,-3.2778,-39.2689,80.26,75,38,11.1,BR,1624134245
276,urengoy,65.9667,78.3667,40.93,75,13,0.89,RU,1624134265
277,hobyo,5.3505,48.5268,77.23,82,89,29.8,SO,1624134266
278,colares,38.7992,-9.4469,63.34,67,20,8.99,PT,1624134266
279,biak,-0.9131,122.8766,75.87,81,100,5.03,ID,1624134267
280,canals,38.9625,-0.5844,73.11,83,100,4.9,ES,1624134267
281,lodja,-3.4833,23.4333,74.21,46,42,0.72,CD,1624134268
282,quatre cocos,-20.2078,57.7625,71.71,61,4,16.42,MU,1624134268
283,yumen,40.2833,97.2,66.63,31,70,7.43,CN,1624134268
284,san quintin,30.4833,-115.95,71.58,67,1,15.41,MX,1624134269
285,constitucion,-35.3333,-72.4167,56.73,61,99,10.07,CL,1624134269
286,montbrison,45.6667,4.0833,78.66,60,100,10.63,FR,1624134270
287,hirado,33.3597,129.5531,71.38,82,25,7.23,JP,1624134270
288,topdac,16.5553,120.7116,58.84,91,100,1.19,PH,1624134270
289,tual,-5.6667,132.75,80.58,79,99,21.21,ID,1624134271
290,bethel,41.3712,-73.414,88.02,59,20,1.01,US,1624134271
291,yulara,-25.2406,130.9889,35.44,87,8,5.75,AU,1624134272
292,krasnoselkup,65.7,82.4667,39.36,92,100,9.98,RU,1624134272
293,tongren,27.7172,109.1853,69.37,95,100,2.08,CN,1624134273
294,sao joao da barra,-21.6403,-41.0511,71.69,70,21,17.49,BR,1624134273
295,geraldton,-28.7667,114.6,46.81,76,91,14.97,AU,1624134273
296,caravelas,-17.7125,-39.2481,72.34,70,50,10.11,BR,1624134274
297,kidal,18.4411,1.4078,101.28,13,80,2.66,ML,1624134275
298,namibe,-15.1961,12.1522,68.4,73,5,8.81,AO,1624134275
299,alappuzha,9.49,76.3264,79.59,80,100,9.42,IN,1624134276
300,harper,4.375,-7.7169,77.77,84,22,8.52,LR,1624134276
301,samana,19.2056,-69.3369,88.02,74,40,6.91,DO,1624134277
302,kangaatsiaq,68.3065,-53.4641,39.33,74,96,11.74,GL,1624134277
303,roma,43.2128,-75.4557,84.09,45,40,12.66,US,1624134080
304,queenstown,-31.8976,26.8753,51.71,50,0,6.76,ZA,1624134278
305,khatanga,71.9667,102.5,58.23,73,15,5.73,RU,1624134253
306,longyearbyen,78.2186,15.6401,42.64,65,75,28.77,SJ,1624134278
307,velbert,51.3333,7.05,77.85,57,100,8.99,DE,1624134279
308,comodoro rivadavia,-45.8667,-67.5,48.06,46,0,12.66,AR,1624134068
309,henties bay,-22.116,14.2845,61.57,74,4,3.15,NA,1624134279
310,chara,56.9064,118.2631,51.67,82,6,2.1,RU,1624134280
311,sitka,57.0531,-135.33,66.09,48,20,8.05,US,1624134280
312,mopipi,-21.1833,24.8833,57.92,63,28,14.88,BW,1624134280
313,korla,41.7597,86.1469,73.42,27,8,5.59,CN,1624134281
314,eureka,40.8021,-124.1637,72.19,69,8,4.0,US,1624134281
315,margate,51.3813,1.3862,58.71,96,100,4.0,GB,1624134282
316,hamilton,39.1834,-84.5333,82.6,73,40,1.99,US,1624133997
317,katsuura,35.1333,140.3,70.2,97,100,18.28,JP,1624134282
318,asau,46.4333,26.4,64.76,100,100,4.07,RO,1624134283
319,cap malheureux,-19.9842,57.6142,72.09,61,6,17.87,MU,1624134283
320,buraydah,26.326,43.975,91.85,11,0,9.51,SA,1624134284
321,aleksandrovsk-sakhalinskiy,50.8975,142.1561,52.88,78,100,1.43,RU,1624134284
322,pangnirtung,66.1451,-65.7125,41.88,87,100,1.92,CA,1624134284
323,ewa beach,21.3156,-158.0072,82.35,56,75,5.01,US,1624134285
324,bereda,43.2686,-7.5406,59.41,90,99,7.16,ES,1624134286
325,honiara,-9.4333,159.95,76.59,84,46,2.95,SB,1624134286
326,clearwater,27.9659,-82.8001,93.11,74,1,8.01,US,1624134286
327,rafaela,-31.2503,-61.4867,61.0,40,6,3.0,AR,1624134287
328,ca mau,9.1769,105.15,78.57,85,56,4.54,VN,1624134251
329,upernavik,72.7868,-56.1549,38.25,67,15,7.29,GL,1624134287
330,martinho campos,-19.3317,-45.2369,75.16,39,0,4.41,BR,1624134288
331,talnakh,69.4865,88.3972,43.57,97,99,3.24,RU,1624134288
332,olafsvik,64.8945,-23.7142,41.58,69,39,16.44,IS,1624134289
333,dubrajpur,23.8,87.3833,80.08,92,100,7.16,IN,1624134289
334,tigil,57.8,158.6667,48.92,67,69,13.22,RU,1624134290
335,altay,47.8667,88.1167,65.55,44,69,4.38,CN,1624134290
336,lima,-12.0432,-77.0282,64.65,65,90,1.01,PE,1624134147
337,okhotsk,59.3833,143.3,54.72,66,51,14.07,RU,1624134291
338,saint-pierre,-21.3393,55.4781,68.29,65,75,9.22,RE,1624134291
339,buluang,13.3068,123.3425,79.95,89,100,5.44,PH,1624134292
340,college,64.8569,-147.8028,66.2,72,90,5.75,US,1624134140
341,gunjur,13.2019,-16.7339,78.87,83,40,16.11,GM,1624134292
342,northam,51.0333,-4.2167,59.67,87,72,9.1,GB,1624134293
343,ketchikan,55.3422,-131.6461,63.07,59,20,10.36,US,1624134293
344,elizabeth city,36.2946,-76.2511,93.25,55,40,11.99,US,1624134294
345,indianola,41.3581,-93.5574,89.4,39,0,4.43,US,1624134294
346,inhambane,-23.865,35.3833,67.71,79,26,10.22,MZ,1624134294
347,nyurba,63.2842,118.3319,64.51,70,53,3.44,RU,1624134295
348,oranjemund,-28.55,16.4333,69.13,35,63,4.07,NA,1624134295
349,escarcega,18.6089,-90.7454,93.51,39,100,6.73,MX,1624134296
350,sao filipe,14.8961,-24.4956,73.69,79,1,9.26,CV,1624134296
351,medowie,-32.7333,151.8667,55.78,95,40,17.27,AU,1624134296
352,lorengau,-2.0226,147.2712,78.64,82,67,3.31,PG,1624134297
353,meulaboh,4.1363,96.1285,77.38,87,100,2.04,ID,1624134297
354,saint-augustin,51.226,-58.6502,64.76,52,27,17.25,CA,1624134298
355,terrace,54.5163,-128.6035,67.91,52,20,5.75,CA,1624134298
356,kutum,14.2,24.6667,83.14,17,11,5.64,SD,1624134299
357,anori,-3.7728,-61.6442,85.66,65,79,4.43,BR,1624134299
358,jhargram,22.45,86.9833,75.9,93,100,7.25,IN,1624134299
359,leczna,51.3012,22.8814,70.11,78,0,1.14,PL,1624134300
360,khingansk,49.1167,131.1833,51.57,92,100,4.27,RU,1624134300
361,alekseyevskoye,55.3071,50.1135,68.68,87,0,11.99,RU,1624134301
362,boca do acre,-8.7522,-67.3978,86.61,55,70,2.71,BR,1624134301
363,ruza,55.699,36.1952,69.94,85,0,4.23,RU,1624134303
364,muisne,0.6,-80.0333,82.51,80,99,10.42,EC,1624134303
365,vardo,70.3705,31.1107,44.2,90,100,9.04,NO,1624134303
366,saquarema,-22.92,-42.5103,71.64,79,36,19.24,BR,1624134304
367,saint anthony,45.0205,-93.218,82.02,37,1,1.99,US,1624134304
368,kahului,20.8947,-156.47,82.42,69,20,19.57,US,1624134305
369,kearney,40.6995,-99.0815,83.98,42,1,10.36,US,1624134187
370,orcopampa,-15.2661,-72.3417,56.64,27,100,7.85,PE,1624134306
371,siocon,7.7061,122.1353,77.5,83,100,2.68,PH,1624134306
372,kibre mengist,5.8833,38.9833,60.82,81,98,1.36,ET,1624134306
373,cibitoke,-2.8833,29.25,61.74,84,75,4.03,BI,1624134307
374,lincoln,40.8,-96.667,91.29,38,1,1.01,US,1624134222
375,vanersborg,58.3807,12.3234,66.15,75,75,10.36,SE,1624134307
376,groningen,53.25,6.75,62.13,89,90,6.91,NL,1624134299
377,tambura,5.6,27.4667,67.91,98,100,4.21,SS,1624134308
378,tuatapere,-46.1333,167.6833,30.81,90,2,3.49,NZ,1624134308
379,gravdal,68.1214,13.5031,47.93,76,100,4.36,NO,1624134309
380,chokurdakh,70.6333,147.9167,61.21,42,79,10.74,RU,1624134253
381,kodiak,57.79,-152.4072,49.51,93,90,12.66,US,1624134093
382,clyde river,70.4692,-68.5914,35.83,93,90,4.61,CA,1624134310
383,salamiyah,35.0113,37.0532,67.15,71,0,12.53,SY,1624134310
384,mogadishu,2.0371,45.3438,77.83,82,100,17.58,SO,1624134270
